"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
0.171725200982997,-0.265244008913886,-1.51030924276412,-0.044558127668114,-0.477600878843537,0.116738866170152,-0.0527559064235017,1.19564455491642,-0.340212794304335,2.66647966278996,0.121107899771013,0.485743465872825,-1.11204793733397,-1.79176983045029,-1.26902307229896
1.36070910949977,0.842764071865384,0.0776721268079838,-1.23934313004644,-0.744272452361648,3.49856179688167,-0.456213381913092,-0.227301551848157,-0.144231134304992,0.238891953551239,0.60387356028839,1.47828091504049,0.0101741115806247,-1.79176983045029,0.416552574962037
0.936342543855893,0.0196723547150695,1.81871194164005,-0.16055667158834,-1.13835377767174,0.0319577899127604,-0.146895984037739,-0.192805888653865,1.97892457813101,2.0632608986761,0.164020402928113,-0.520206651526834,0.0101741115806247,0.362910765511677,-0.42623524866846
0.841164131705266,-0.138614513967683,-0.285841680684426,1.73021959431135,-0.130927833269993,-0.73421193626515,0.491911685487445,-0.136750435963139,-0.208589426656545,-0.0112231437642659,1.69814239079445,0.485743465872825,-1.11204793733397,0.362910765511677,-0.42623524866846
-0.00192065811646558,0.684477203182632,-0.145538105862794,-0.0329582732760914,-0.125001798302924,-0.0528232863446313,0.263285782710011,-0.291980920337457,1.31390284167372,-0.982258227459754,-0.640589031267516,-1.52615676892649,0.0101741115806247,1.59059728918163,-1.26902307229896
1.68743308993128,1.6658557890157,-0.362370903314407,-1.69173745133533,-0.119075763335855,1.50777652476365,-1.88848741990114,0.0831594169004785,-1.64830545861459,-0.217200282729976,-0.586948402321141,0.244315437696907,1.13239616049522,0.362910765511677,2.10212822222303
0.697688149366604,1.33345336478192,0.262617748163771,-0.972546479029923,-0.0242592038627493,3.79372554385184,-0.14017169277958,-0.447211404711775,0.222227159807616,-0.202487629946711,0.239117283453038,-0.533619319758829,0.0101741115806247,2.37629509167962,1.25934039859254
0.442677275059271,1.39676811225502,1.10443919709356,0.964629204437853,0.784644569142186,-1.11101671963133,0.565878889327204,1.12234127062855,1.51092174895303,-0.32018885221283,-0.232920251275064,0.244315437696907,1.13239616049522,-0.545318540973785,-1.26902307229896
-0.499026591058737,0.716134576919182,-0.00523453104116229,0.280237795308519,-1.66873390722443,0.0664982283879941,0.0279355886744164,-0.162622183358858,0.222227159807616,0.165328689634913,1.77323927131937,-2.94789960151801,0.0101741115806247,2.37629509167962,-1.26902307229896
0.324282859847582,-0.51850299880629,-0.132783235424464,0.0018412898999764,-0.3887103543375,-0.0496832464832464,0.0615570449652156,0.0357278800083258,-3.27938590867806,2.22510007929201,-1.25209220125619,0.110188755376952,0.0101741115806247,-0.545318540973785,-1.26902307229896
1.01410799637753,-0.0436423927580318,1.72942784857174,0.15263939699627,-0.554639333415436,-0.0277029674535523,0.778366493085055,1.99335676628445,0.529562152036208,0.503719703650008,1.19392047869852,0.566219475264797,0.0101741115806247,0.362910765511677,-0.42623524866846
